"id","text","unit","updated","firstPeriod","latestPeriod","active","variables"
"VNAN1","Versionstabel NAN1 - Forsyningsbalance (år)","-","2023-06-30T08:00:00","1966","2022",TRUE,"version,transaktion,prisenhed,tid"
"NAN2","Real disponibel bruttonationalindkomst mv.","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"transaktion,prisenhed,tid"
"NAN3","Forbrug, disponibel indkomst og opsparing for husholdninger og NPISH","-","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,prisenhed,tid"
"NKN1","Forsyningsbalance, Bruttonationalprodukt (BNP), beskæftigelse mv.","-","2023-08-31T08:00:00","1990K1","2023K2",TRUE,"transaktion,prisenhed,sæsonkorrigering,tid"
"VNKN1","Versionstabel NKN1 - Forsyningsbalance (kvartaler)","-","2023-08-31T08:00:00","1990K1","2023K2",TRUE,"version,transaktion,prisenhed,sæsonkorrigering,tid"
"NKN2","Real disponibel bruttonationalindkomst mv.","Mio. kr.","2023-08-31T08:00:00","1990K1","2023K2",TRUE,"transaktion,prisenhed,sæsonkorrigering,tid"
"NKN3","Forbrug, disponibel indkomst og opsparing for husholdninger og NPISH, sæsonkorrigeret","-","2023-06-30T08:00:00","1999K1","2023K1",TRUE,"transaktion,prisenhed,tid"
"NAH1","0 Varer og tjenester","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"transaktion,prisenhed,tid"
"NAHL2","1-2.1.1 Produktion, BNP og indkomstdannelse (hovedposter)","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"transaktion,prisenhed,tid"
"NAHL4","5 Danmark og udlandet (hovedposter)","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"transaktion,tid"
"NKH1","0 Varer og tjenester","Mio. kr.","2023-08-31T08:00:00","1990K1","2023K2",TRUE,"transaktion,prisenhed,sæsonkorrigering,tid"
"NKHO2","1-2.1.1 Produktion, BNP og indkomstdannelse","Mio. kr.","2023-08-31T08:00:00","1990K1","2023K2",TRUE,"transaktion,prisenhed,sæsonkorrigering,tid"
"NKHO3","2.1.2-3.1 Indkomst, forbrug, opsparing og investering","Mio. kr.","2023-08-31T08:00:00","1990K1","2023K2",TRUE,"transaktion,sæsonkorrigering,tid"
"NKHL4","5 Danmark og udlandet","Mio. kr.","2023-08-31T08:00:00","1990K1","2023K2",TRUE,"transaktion,sæsonkorrigering,tid"
"NAHO2","1-2.1.1 Produktion, BNP og indkomstdannelse (oversigt)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,prisenhed,tid"
"NAHO3","2.1.2-3.1 Indkomst, forbrug, opsparing og investering (oversigt)","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"transaktion,tid"
"NAHO4","5 Danmark og udlandet (oversigt)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,tid"
"NAHD21","1 Produktion og BNP (detaljeret)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,prisenhed,tid"
"NAHD22","2.1.1 Indkomstdannelse (detaljeret)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,tid"
"NAHD31","2.1.2 Allokering af primær indkomst (detaljeret)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,tid"
"NAHD32","2.2 Fordeling af sekundær indkomst (detaljeret)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,tid"
"NAHD33","2.4.1 Anvendelse (forbrug og opsparing) af disponibel indkomst (detaljeret)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,tid"
"NAHD34","3.1 Kapital, investering mv. (detaljeret)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,tid"
"NAHD4","5 Danmark og udlandet (detaljeret)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,tid"
"NAHC21","Husholdningers forbrug på dansk område (11 grp)","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"formål,prisenhed,tid"
"VNAHC21","Versionstabel NAHC21 - Husholdningers forbrug på dansk område (11 grp)","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"version,formål,prisenhed,tid"
"NAHC22","Husholdningers forbrug på dansk område (41 grp)","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"formål,prisenhed,tid"
"NAHC23","Husholdningers forbrug på dansk område (72 grp)","Mio. kr.","2022-06-30T08:00:00","1966","2019",TRUE,"formål,prisenhed,tid"
"NAHC3","Husholdningers forbrug på dansk område","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"varighed,prisenhed,tid"
"NKHC21","Husholdningers forbrug på dansk område (11 grp)","Mio. kr.","2023-08-31T08:00:00","1990K1","2023K2",TRUE,"formål,prisenhed,sæsonkorrigering,tid"
"NKHC3","Husholdningers forbrug på dansk område","Mio. kr.","2023-08-31T08:00:00","1990K1","2023K2",TRUE,"varighed,prisenhed,sæsonkorrigering,tid"
"NAHC1","Forbrugsudgift","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"forbrugsart,prisenhed,tid"
"NAHC11","Individuelt forbrugsudgift","Mio. kr.","2022-06-30T08:00:00","1995","2019",TRUE,"forbrugsart,formål,prisenhed,tid"
"NAHC12","Kollektiv forbrugsudgift","Mio. kr.","2022-06-30T08:00:00","1995","2019",TRUE,"forbrugsart,funktion,prisenhed,tid"
"NKHC1","Forbrugsudgift","Mio. kr.","2023-08-31T08:00:00","1990K1","2023K2",TRUE,"forbrugsart,prisenhed,sæsonkorrigering,tid"
"NAHK","Akkumulations- og statuskonti, investering og beholdning af faste aktiver","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"beholdning / strøm,aktiv,prisenhed,tid"
"NAHI","Bruttoinvesteringer","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"aktiv,prisenhed,tid"
"NKHI","Bruttoinvesteringer","Mio. kr.","2023-08-31T08:00:00","1990K1","2023K2",TRUE,"aktiv,prisenhed,sæsonkorrigering,tid"
"NAHFK","Nationalregnskabets finansielle konti, hele økonomien","Mio. kr.","2023-06-30T08:00:00","2017","2022",TRUE,"konto,balance,finansielt instrument,tid"
"NKHFK","Nationalregnskabets finansielle konti, hele økonomien","Mio. kr.","2023-06-30T08:00:00","2017K1","2023K1",TRUE,"konto,balance,finansielt instrument,tid"
"NAHB","Beskæftigelse og befolkning","Antal","2023-06-30T08:00:00","1966","2022",TRUE,"socioøkonomisk status,tid"
"NKHB","Beskæftigelse og befolkning","Antal","2023-08-31T08:00:00","1990K1","2023K2",TRUE,"socioøkonomisk status,sæsonkorrigering,tid"
"NABB10","Beskæftigelse og timer (10a3-gruppering)","-","2023-06-30T08:00:00","1966","2022",TRUE,"socioøkonomisk status,branche,tid"
"VNABB10","Versionstabel NABB10 Beskæftigelse og timer (10a3-gruppering)","-","2023-06-30T08:00:00","1966","2022",TRUE,"version,socioøkonomisk status,branche,tid"
"NABB19","Beskæftigelse og timer (19a2-gruppering)","-","2023-06-30T08:00:00","1966","2022",TRUE,"socioøkonomisk status,branche,tid"
"NABB36","Beskæftigelse og timer (36a2-gruppering)","-","2023-06-30T08:00:00","1966","2022",TRUE,"socioøkonomisk status,branche,tid"
"NABB69","Beskæftigelse og timer (69-gruppering)","-","2023-06-30T08:00:00","1966","2022",TRUE,"socioøkonomisk status,branche,tid"
"NABB117","Beskæftigelse og timer (117-gruppering)","-","2022-06-30T08:00:00","1966","2019",TRUE,"socioøkonomisk status,branche,tid"
"NKBB10","Beskæftigelse og timer (10a3-gruppering)","-","2023-08-31T08:00:00","1990K1","2023K2",TRUE,"socioøkonomisk status,branche,sæsonkorrigering,tid"
"NABK10","Akkumulations- og statuskonti, investering og beholdning af faste aktiver (10a3-gruppering)","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"beholdning / strøm,aktiv,branche,prisenhed,tid"
"NABK19","Akkumulations- og statuskonti, investering og beholdning af faste aktiver (19a2-gruppering)","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"beholdning / strøm,aktiv,branche,prisenhed,tid"
"NABK36","Akkumulations- og statuskonti, investering og beholdning af faste aktiver (36a2-gruppering)","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"beholdning / strøm,aktiv,branche,prisenhed,tid"
"NABK69","Akkumulations- og statuskonti, investering og beholdning af faste aktiver (69-gruppering)","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"beholdning / strøm,aktiv,branche,prisenhed,tid"
"NABP10","1-2.1.1 Produktion, BVT og indkomstdannelse (10a3-gruppering)","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"transaktion,branche,prisenhed,tid"
"VNABP10","Versionstabel NABP10 Produktion, BVT og indkomstdannelse (10a3-gruppering)","Mio. kr.","2023-07-07T08:00:00","1966","2022",TRUE,"version,transaktion,branche,prisenhed,tid"
"NKBP10","1-2.1.1 Produktion, BVT og indkomstdannelse (10a3-gruppering)","Mio. kr.","2023-08-31T08:00:00","1990K1","2023K2",TRUE,"transaktion,branche,prisenhed,sæsonkorrigering,tid"
"NABP19","1-2.1.1 Produktion, BVT og indkomstdannelse (19a2-gruppering)","Mio. kr.","2023-06-30T08:00:00","1966","2020",TRUE,"transaktion,branche,prisenhed,tid"
"NABP36","1-2.1.1 Produktion, BVT og indkomstdannelse (36a2-gruppering)","Mio. kr.","2023-06-30T08:00:00","1966","2020",TRUE,"transaktion,branche,prisenhed,tid"
"NABP69","1-2.1.1 Produktion, BVT og indkomstdannelse (69-gruppering)","Mio. kr.","2023-06-30T08:00:00","1966","2020",TRUE,"transaktion,branche,prisenhed,tid"
"NABP117","1-2.1.1 Produktion, BVT og indkomstdannelse (117-gruppering)","Mio. kr.","2022-06-30T08:00:00","1966","2019",TRUE,"transaktion,branche,prisenhed,tid"
"NABPDIV","1-2.1.1 Produktion, BVT og indkomstdannelse (10a3-gruppering)","Mio. kr.","2023-06-30T08:00:00","1966","2022",TRUE,"transaktion,branche,prisenhed,tid"
"NKBPDIV","1-2.1.1 Produktion, BVT og indkomstdannelse (10a3-gruppering)","Mio. kr.","2023-08-31T08:00:00","1990K1","2023K2",TRUE,"transaktion,branche,prisenhed,sæsonkorrigering,tid"
"NASL1","1-2.1.1 Produktion, BVT og indkomstdannelse (hovedposter)","Mio. kr.","2023-06-30T08:00:00","1971","2022",TRUE,"transaktion,sektor,tid"
"NASL2","2.1.2-3.1 Indkomst, forbrug, opsparing og investering (hovedposter)","Mio. kr.","2023-06-30T08:00:00","1971","2022",TRUE,"transaktion,sektor,tid"
"NKSO1","1-2.1.1 Produktion, BVT og indkomstdannelse (oversigtstabel)","Mio. kr.","2023-06-30T08:00:00","1999K1","2023K1",TRUE,"transaktion,sektor,tid"
"NKSO2","2.1.2-3.1 Indkomst,forbrug, opsparing og investering (oversigtstabel)","Mio. kr.","2023-06-30T08:00:00","1999K1","2023K1",TRUE,"transaktion,sektor,tid"
"NKS3","2.3 + 2.4.2 Korrigeret disponibel indkomst og faktisk forbrug (supplerende tabel)","Mio. kr.","2023-06-30T08:00:00","1999K1","2023K1",TRUE,"transaktion,sektor,tid"
"NASO1","1-2.1.1 Produktion, BVT og indkomstdannelse (oversigtstabel)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,sektor,tid"
"VNASO1","Versionstabel NASO1 - Produktion, BVT og indkomstdannelse (oversigtstabel)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"version,transaktion,sektor,tid"
"NASO2","2.1.2-3.1 Indkomst, forbrug, opsparing og investering (oversigtstabel)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,sektor,tid"
"VNASO2","Versionstabel NASO2 - 2.1.2-3.1 Indkomst, forbrug, opsparing og investering (oversigtstabel)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"version,transaktion,sektor,tid"
"NASD11","1 Produktion og BVT (detaljeret)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,sektor,tid"
"NASD12","2.1.1 Indkomstdannelse (detaljeret)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,sektor,tid"
"NASD21","2.1.2 Allokering af primær indkomst (detaljeret)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,sektor,tid"
"NASD22","2.2 Fordeling af 
sekundær indkomst (detaljeret)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,sektor,tid"
"NASD23","2.4.1 Anvendelse (forbrug og opsparing) af disponibel indkomst (detaljeret)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,sektor,tid"
"NASD24","3.1 Kapital, investering mv. (detaljeret)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,sektor,tid"
"NAS3","2.3 + 2.4.2 Korrigeret disponibel indkomst og faktisk forbrug (supplerende tabel)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"transaktion,sektor,tid"
"VNAS3","Versionstabel NAS3 - 2.3 + 2.4.2 Korrigeret disponibel indkomst og faktisk forbrug (supplerende tabel)","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"version,transaktion,sektor,tid"
"NASK","Akkumulations- og statuskonti, investering og beholdning af faste aktiver,","Mio. kr.","2023-06-30T08:00:00","1995","2022",TRUE,"beholdning / strøm,aktiv,sektor,tid"
"NASFK","Nationalregnskabets finansielle konti","Mio. kr.","2023-06-30T08:00:00","2017","2022",TRUE,"sektor,konto,balance,finansielt instrument,modpartssektor,tid"
"VNASFK","Versionstabel NASFK - Nationalregnskabets finansielle konti","Mio. kr.","2023-06-30T08:00:00","2017","2022",TRUE,"version,sektor,konto,balance,finansielt instrument,modpartssektor,tid"
"NKSFK","Nationalregnskabets finansielle konti","Mio. kr.","2023-06-30T08:00:00","2017K1","2023K1",TRUE,"sektor,konto,balance,finansielt instrument,modpartssektor,tid"
"VNKSFK","Versionstabel NKSFK - Nationalregnskabets finansielle konti","Mio. kr.","2023-06-30T08:00:00","2017K1","2023K1",TRUE,"version,sektor,konto,balance,finansielt instrument,modpartssektor,tid"
"NRHP","1-2.1.1 Produktion, BNP og indkomstdannelse","-","2022-10-27T08:00:00","1993","2021",TRUE,"område,transaktion,prisenhed,tid"
"VNRHP","Versionstabel NRHP - Produktion, BNP og indkomstdannelse","-","2022-10-27T08:00:00","1993","2021",TRUE,"version,område,transaktion,prisenhed,tid"
"NRHB","Befolkning","Antal","2022-10-27T08:00:00","1993","2021",TRUE,"område,socioøkonomisk status,tid"
"NRBB10","Beskæftigelse og timer (10a3-gruppering)","-","2022-10-27T08:00:00","1993","2021",TRUE,"område,socioøkonomisk status,branche,tid"
"VNRBB10","Versionstabel NRBB10 - Beskæftigelse og timer (10a3-gruppering)","-","2022-10-27T08:00:00","1993","2021",TRUE,"version,område,socioøkonomisk status,branche,tid"
"NRBP10","1-2.1.1 Produktion, BVT og indkomstdannelse (10a3-gruppering)","-","2022-10-27T08:00:00","1993","2021",TRUE,"område,transaktion,branche,prisenhed,tid"
"VNRBP10","Versionstabel NRBP10 - Produktion, BVT og indkomstdannelse (10a3-gruppering)","-","2022-10-27T08:00:00","1993","2021",TRUE,"version,område,transaktion,branche,prisenhed,tid"
"NRBI10","Investeringer (10a3-gruppering)","-","2022-10-27T08:00:00","2000","2020",TRUE,"område,branche,prisenhed,tid"
"NRS","Husholdningernes indkomst","-","2022-10-27T08:00:00","2000","2021",TRUE,"område,transaktion,prisenhed,tid"
"VNRS","Versionstabel NRS - Husholdningernes indkomst","-","2022-10-27T08:00:00","2000","2021",TRUE,"version,område,transaktion,prisenhed,tid"
"NP23","Arbejdsproduktivitet","-","2023-06-30T08:00:00","1966","2022",TRUE,"branche,prisenhed,tid"
"NP25","Produktivitetsudviklingen","Pct.","2023-02-08T08:00:00","1967","2021",TRUE,"branche,type,prisenhed,tid"
"NP25V","Vækstregnskab","Pct.","2023-02-08T08:00:00","1967","2021",TRUE,"branche,type,prisenhed,tid"
"NP28","Produktivitetsudviklingen, KLEMS","Pct.","2019-06-26T08:00:00","1967","2017",TRUE,"branche,type,prisenhed,tid"
"IOVB","Importkorrigerede vækstbidrag","Procentpoint","2023-06-30T08:00:00","2006","2020",TRUE,"anvendelse,tid"
"NIO1","Input-output tabel. Tilgang fra brancher fordelt på anvendelse og prisenhed.","Mio. kr.","2022-06-30T08:00:00","1966","2019",TRUE,"tilgangstype,tilgang fra branche,anvendelse,prisenhed,tid"
"NIO1F","Input-output tabel. Tilgang fra brancher fordelt på anvendelse og prisenhed. (69-gruppering)","Mio. kr.","2023-06-30T08:00:00","1966","2020",TRUE,"tilgangstype,tilgang fra branche,anvendelse,prisenhed,tid"
"NIO2","Input-output tabel. Ikke branchefordelt import efter anvendelse og prisenhed.","Mio. kr.","2022-06-30T08:00:00","1966","2019",TRUE,"tilgangstype,anvendelse,prisenhed,tid"
"NIO2F","Input-output tabel. Ikke branchefordelt import efter anvendelse og prisenhed. (69-gruppering)","Mio. kr.","2023-06-30T08:00:00","1966","2020",TRUE,"tilgangstype,anvendelse,prisenhed,tid"
"NIO3","Input-output tabel. Primære input fordelt efter anvendelse og prisenhed.","Mio. kr.","2022-06-30T08:00:00","1966","2019",TRUE,"tilgangstype,anvendelse,prisenhed,tid"
"NIO3F","Input-output tabel. Primære input fordelt efter anvendelse og prisenhed. (69-gruppering)","Mio. kr.","2023-06-30T08:00:00","1966","2020",TRUE,"tilgangstype,anvendelse,prisenhed,tid"
"NIO4","Input-output tabel. Totaler for tilgang fordelt efter anvendelse og prisenhed.","Mio. kr.","2022-06-30T08:00:00","1966","2019",TRUE,"tilgangstype,anvendelse,prisenhed,tid"
"NIO4F","Input-output tabel. Totaler for tilgang fordelt efter anvendelse og prisenhed. (69-gruppering)","Mio. kr.","2023-06-30T08:00:00","1966","2020",TRUE,"tilgangstype,anvendelse,prisenhed,tid"
"NIO5","Beskæftigelse og timer","-","2022-06-30T08:00:00","1966","2019",TRUE,"socioøkonomisk status,branche,tid"
"NIO5F","Beskæftigelse og timer (69-gruppering)","-","2023-06-30T08:00:00","1966","2022",TRUE,"socioøkonomisk status,branche,tid"
"PRODMUL1","Produktionsmultiplikator","Mio. kr.","2022-06-30T08:00:00","2015","2019",TRUE,"multiplikatortype,branchefordelt stød,branchefordelt effekt,tid"
"PRODMUL2","Produktionsmultiplikator","Mio. kr.","2022-06-30T08:00:00","2015","2019",TRUE,"multiplikatortype,anvendelsesfordelt stød,branchefordelt effekt,tid"
"BESKMUL1","Beskæftigelsesmultiplikator","Antal","2022-06-30T08:00:00","2015","2019",TRUE,"multiplikatortype,branchefordelt stød,branchefordelt effekt,beskæftigelse,tid"
"BESKMUL2","Beskæftigelsesmultiplikator","Antal","2022-06-30T08:00:00","2015","2019",TRUE,"multiplikatortype,anvendelsesfordelt stød,branchefordelt effekt,beskæftigelse,tid"
"INPMUL1","Inputmultiplikator","Mio. kr.","2022-06-30T08:00:00","2015","2019",TRUE,"multiplikatortype,branchefordelt stød,branchefordelt effekt,input,tid"
"INPMUL2","Inputmultiplikator","Mio. kr.","2022-06-30T08:00:00","2015","2019",TRUE,"multiplikatortype,anvendelsesfordelt stød,branchefordelt effekt,input,tid"
"HNR1","Syntetisk forhistorie for det aktuelle nationalregnskabs tal","Mio. kr.","2023-07-07T08:00:00","1930","2022",TRUE,"version,transaktion,prisenhed,tid"
"HNRB","Syntetisk forhistorie til aktuelle nationalregnskabstals befolkningstal","1.000","2023-07-07T08:00:00","1870","2022",TRUE,"version,population,tid"
"VHNR","Historiske nationalregnskabstal","Mio. kr.","2021-06-22T08:00:00","1870","1992",TRUE,"regime,transaktion,prisenhed,tid"
"VHNRB","Historisk nationalregnskabs middelfolketal","1.000","2021-06-18T08:00:00","1870","2019",TRUE,"regime,population,tid"
"OFF3","Offentlig forvaltning og service, udgifter og indtægter","Mio. kr.","2023-09-22T08:00:00","1971","2022",TRUE,"udgifter/indtægter,sektor,tid"
"OFF3K","Offentlig forvaltning og service, udgifter og indtægter","Mio. kr.","2023-06-28T08:00:00","1999K1","2023K1",TRUE,"udgifter/indtægter,tid"
"OFF26","Offentlig forvaltning og service, forbrugsudgift","Mio. kr.","2023-09-22T08:00:00","1971","2022",TRUE,"udgifter,sektor,tid"
"OFF26K","Offentlig forvaltning og service, forbrugsudgift","Mio. kr.","2023-06-28T08:00:00","1999K1","2023K1",TRUE,"udgifter,tid"
"OFF24","Offentlig forvaltning og service, forbrugsudgift efter funktion samt individuel og kollektiv andel","Mio. kr.","2023-09-22T08:00:00","1995","2022",TRUE,"funktion,forbrugsgruppe,tid"
"OFF10","Offentlig forvaltning og service, indkomstoverførsler (til husholdninger)","Mio. kr.","2023-09-22T08:00:00","1989","2022",TRUE,"indkomsttype,tid"
"OFF10K","Offentlig forvaltning og service, indkomstoverførsler (til husholdninger)","Mio. kr.","2023-06-28T08:00:00","1999K1","2023K1",TRUE,"indkomsttype,sæsonkorrigering,tid"
"OFF17","Offentlig forvaltning og service, subsidier (til virksomheder)","Mio. kr.","2023-09-22T08:00:00","1971","2022",TRUE,"tilskudsart,tid"
"OFF18","Offentlig forvaltning og service, renter","Mio. kr.","2023-09-22T08:00:00","1980","2022",TRUE,"indtægt/udgift,tid"
"OFF12","Offentlig forvaltning og service, skatter og afgifter","Mio. kr.","2023-09-22T08:00:00","1971","2022",TRUE,"skattetype,tid"
"OFF12K","Offentlig forvaltning og service, skatter og afgifter","Mio. kr.","2023-06-28T08:00:00","1999K1","2023K1",TRUE,"skattetype,sæsonkorrigering,tid"
"OFF29","Offentlig forvaltning og service, funktionel fordeling af udgifter (COFOG)","Mio. kr.","2023-09-22T08:00:00","1995","2022",TRUE,"funktion,tid"
"OFF25","Offentlig forvaltning og service, funktionel fordeling af udgiftstyper (krydsfordeling)","Mio. kr.","2023-09-22T08:00:00","1998","2022",TRUE,"funktion,udgiftstype,tid"
"OFF13","Finansielle konti","Mio. kr.","2023-07-07T08:00:00","1995","2022",TRUE,"konto,finansielt instrument,aktiv/passiv,sektor,konsolideret/ukonsolideret,modpartssektor,tid"
"OFF22","Finansielle konti","Mio. kr.","2023-07-07T08:00:00","1995K1","2023K1",TRUE,"konto,finansielt instrument,aktiv/passiv,konsolideret/ukonsolideret,modpartssektor,tid"
"DNSOSB","Statsfinanser og -gæld, beholdninger","Mia. kr.","2023-09-22T08:00:00","1990M12","2023M08",TRUE,"instrument,tid"
"DNSOST","Statsfinanser og -gæld, transaktioner","Mia. kr.","2023-09-22T08:00:00","1987M01","2023M08",TRUE,"instrument,tid"
"OFF14","Den offentlige sektors finanser","Mio. kr.","2022-12-05T08:00:00","1993","2021",TRUE,"sektor,konto,tid"
"OFF14A","Offentlige virksomheder","Mio. kr.","2022-12-05T08:00:00","1993","2021",TRUE,"sektor,konto,tid"
"OFF3B","Budgetter for offentlig forvaltning og service, udgifter og indtægter","Mio. kr.","2022-09-15T08:00:00","2015","2023",TRUE,"udgifter/indtægter,tid"
"OFF26B","Budgetter for offentlig forvaltning og service, forbrugsudgift","Mio. kr.","2022-09-15T08:00:00","2015","2023",TRUE,"udgifter,tid"
"OFF10B","Budgetter for offentlig forvaltning og service, indkomstoverførsler (til husholdninger)","Mio. kr.","2022-09-15T08:00:00","2015","2023",TRUE,"indkomsttype,tid"
"FOUBUD","Offentligt forskningsbudget","Mio. kr.","2023-05-26T08:00:00","2001","2023",TRUE,"bevillingstype,prisenhed,tid"
"FOUBUD1","Finanslovens bevillinger til forskning og udvikling, mio. kr.","Mio. kr.","2023-05-26T08:00:00","2007","2023",TRUE,"forskningsformål ,sektor,bevillingstype,tid"
"FOUBUD4","Finanslovens bevillinger til forskning og udvikling, mio. kr.","Mio. kr.","2023-05-26T08:00:00","2007","2026",TRUE,"sektor,bevillingstype,tid"
"FOUBUD5","Finanslovens bevillinger til forskning og udvikling, mio. kr.","Mio. kr.","2023-05-26T08:00:00","2007","2026",TRUE,"forskningsformål ,bevillingstype,tid"
"NOF1","Udgifter til offentligt forbrug","Mio. kr.","2023-06-30T08:00:00","2007","2022",TRUE,"transaktion,prisenhed,tid"
"NKOF1","Udgifter til offentligt forbrug","Mio. kr.","2023-08-31T08:00:00","2007K1","2023K2",TRUE,"transaktion,prisenhed,sæsonkorrigering,tid"
"NOF2","Offentlig forvaltning og service","Mio. kr.","2023-06-30T08:00:00","2008","2022",TRUE,"forbrugsart,funktion,prisenhed,tid"
"ESSPROS1","Sociale udgifter","Mio. kr.","2022-10-07T08:00:00","2007","2021",TRUE,"foranstaltning,ydelsestype,tid"
"ESSPROS2","Sociale udgifter","Mio. kr.","2022-10-07T08:00:00","2007","2021",TRUE,"formål,finansieringskilde,tid"
"SHA1","Udgifter til sundhed","Mio. kr.","2023-04-28T08:00:00","2010","2022",TRUE,"funktion,aktør,finansieringskilde,prisenhed,tid"
"UOE1","Udgifter til uddannelse","Mio. kr.","2022-11-25T08:00:00","2016","2020",TRUE,"uddannelsesniveau,udgiftstype,ejerforhold,tid"
"UOE2","Udgifter til uddannelse","Mio. kr.","2022-11-25T08:00:00","2016","2020",TRUE,"uddannelsesniveau,finansieringskilde,modsektor,tid"
"EDP1","Offentligt underskud og gæld i EU-landene","-","2023-05-26T08:00:00","2000","2022",TRUE,"land,funktion,enhed,tid"
"EDP5","Danmarks kvartalsvise ØMU-gæld","Mia. kr.","2023-06-28T08:00:00","2000K1","2023K1",TRUE,"funktion,tid"
"OFFRES10","Offentlige restancer","Mio. kr.","2023-08-30T08:00:00","2013","2022",TRUE,"restancetype,gældstype,prisenhed,tid"
"OFFRES11","Offentlige restancer","Mio. kr.","2023-08-30T08:00:00","2019","2022",TRUE,"restancetype,gældstype,konto,tid"
"OFFRES20","Skatterestancer","Mio. kr.","2023-08-30T08:00:00","2013","2022",TRUE,"restancetype,gældstype,prisenhed,tid"
"OFFRES21","Skatterestancer","Mio. kr.","2023-08-30T08:00:00","2019","2022",TRUE,"restancetype,gældstype,konto,tid"
"OFFRES30","Andre offentlige restancer","Mio. kr.","2023-08-30T08:00:00","2013","2022",TRUE,"restancetype,gældstype,prisenhed,tid"
"OFFRES31","Andre offentlige restancer","Mio. kr.","2023-08-30T08:00:00","2019","2022",TRUE,"restancetype,gældstype,konto,tid"
"NGLK","Udvalgte kommunale regnskabstal","Kr.","2023-05-04T08:00:00","2008","2022",TRUE,"område,nøgletal,brutto-/nettoudgifter,prisenhed,tid"
"REGK11","Kommunernes regnskaber på hovedkonti","-","2023-05-17T08:00:00","2007","2022",TRUE,"område,hovedkonto,dranst,art,prisenhed,tid"
"REGK31","Kommunernes regnskaber på funktioner","-","2023-05-17T08:00:00","2007","2022",TRUE,"område,funktion,dranst,art,prisenhed,tid"
"REGK4","Kommunernes balancer","1.000 kr.","2023-05-17T08:00:00","2007","2022",TRUE,"område,funktion,tid"
"REGK100","Kommunernes regnskaber på gruppering uden tekst","1.000 kr.","2023-05-17T08:00:00","2007","2022",TRUE,"område,funktion,dranst,ejerforhold,gruppering,art,prisenhed,tid"
"REGKC","Kommunernes regnskaber på gruppering med tekst","-","2023-05-17T08:00:00","2018","2022",TRUE,"område,dranst, funktion og gruppering,ejerforhold,art,prisenhed,tid"
"REGK1E","Kommunernes foreløbige regnskaber på hovedkonti","1.000 kr.","2023-03-15T08:00:00","2011","2022",TRUE,"hovedkonto,dranst,art,tid"
"REGK3E","Kommunernes foreløbige regnskaber på funktioner","1.000 kr.","2023-03-15T08:00:00","2011","2022",TRUE,"funktion,dranst,art,tid"
"REGK63","Kommunernes finansielle aktiver og passiver","1.000 kr.","2023-08-04T08:00:00","2007K1","2023K2",TRUE,"funktion,tid"
